client_id,sentence,up_votes,down_votes,age,accents,clip,duration_ms,lang_code
9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,The town has no rail service.,2,0,thirties,England English,common_voice_en_42833981.mp3,3528,en
a05b9ecae26781f34867ab828f329f8e54b3998ad32ebb2e41158df7213b314d9a21cb117378ed356ebeafcd12e42af3e2fbd25b671f43f9d91e613e47491ada,Wrote several Book's as well.,4,0,twenties,England English,common_voice_en_42788519.mp3,3996,en
534bcfba42bc74666812ef2858564e1d5766b1ad4f93f99d158cb508dae166665921085feceed2783a92e9211c2df261cec32f118d532ff4f59906948ff28cb9,A Halloween special was also released on the same day.,2,0,thirties,England English,common_voice_en_43208180.mp3,4176,en
5ab2c81243fc9e565a7e6a4f7b366f528e2c72bccdc5fa205351317f397375b48ec7d6705e1096f015e3f99d76f55cfd04ad6a37e44d721b25f5c4cd95cbd4d5,Mandaic is written in the Mandaic alphabet.,2,0,twenties,England English,common_voice_en_42699891.mp3,4500,en
9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,He worked for the Inland Revenue as an inspector of taxes.,2,0,thirties,England English,common_voice_en_42833542.mp3,4716,en
2e35c72991f5a62c0d74751f899d2b79dcf653684843e85bd45dd139ea10c229d1cce746522010c9faf0b74cbac56137be56f6fc10ca418307457b1e4046803b,Sato is an external director on the board of Hitachi.,2,0,thirties,England English,common_voice_en_42812198.mp3,4788,en
5ab2c81243fc9e565a7e6a4f7b366f528e2c72bccdc5fa205351317f397375b48ec7d6705e1096f015e3f99d76f55cfd04ad6a37e44d721b25f5c4cd95cbd4d5,The Caliph had Yahya brought to him and confronted the two men.,2,0,twenties,England English,common_voice_en_42699890.mp3,4788,en
2e35c72991f5a62c0d74751f899d2b79dcf653684843e85bd45dd139ea10c229d1cce746522010c9faf0b74cbac56137be56f6fc10ca418307457b1e4046803b,They had five children and four grandchildren.,2,0,thirties,England English,common_voice_en_42812009.mp3,4860,en
250865835380a9b8bd3c5e06e96fef3af22b314fda5005ed2a570c73f8dd7ed10313e00edf4cdef4195d0b6e6471ac114dcfe579c9f7e96f0260600c23320d4f,"As I stepped onto the plane, I was amazed at how big it was.",2,0,thirties,England English,common_voice_en_42814003.mp3,5040,en
7bcd7cf9609bc41d62192bbe649e9f31b946c088739603d4d409ddda957fce17b48949a3bf9e79ce2a78e4d7a7455f49b81f5ed43c4e2eea6a187210a48d415e,Both tours were canceled due to the Coronavirus pandemic.,4,0,twenties,England English,common_voice_en_42809713.mp3,5076,en
534bcfba42bc74666812ef2858564e1d5766b1ad4f93f99d158cb508dae166665921085feceed2783a92e9211c2df261cec32f118d532ff4f59906948ff28cb9,"White now must retreat the knight, or sacrifice it.",2,0,thirties,England English,common_voice_en_43208189.mp3,5148,en
a05b9ecae26781f34867ab828f329f8e54b3998ad32ebb2e41158df7213b314d9a21cb117378ed356ebeafcd12e42af3e2fbd25b671f43f9d91e613e47491ada,But the tour fell apart when we hit Port Hedland.,2,0,twenties,England English,common_voice_en_42788567.mp3,5220,en
77d55c2340189f6907410356ec639472691ce6f715fb5b36e5dce6862a94cd50a61380e94f3814420950793fbaeb7de5f242cc4bca01a611498e0fe7b2de75b0,It draws attention to them and may influence the results of the poll.,2,0,twenties,England English,common_voice_en_42808952.mp3,5220,en
9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,Its control surfaces are all hydraulically actuated.,2,0,thirties,England English,common_voice_en_42844892.mp3,5220,en
9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,Glass bricks are produced for both wall and floor applications.,2,0,thirties,England English,common_voice_en_42833994.mp3,5436,en
3ec5458ed7ab1b3c73af190e803c21db1f1a3a4a4e1721955cbc03f760992067d4ac2cd47d63fb9c7011437dc1696910a2dd8be5dc5ed1092f6e4ae1fdf4693e,The village is about seven miles north of Barnstaple.,2,0,twenties,England English,common_voice_en_42805882.mp3,5544,en
9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,Microsoft did not really provide such fonts for computers sold in Romania.,2,0,thirties,England English,common_voice_en_42844893.mp3,6120,en
bcacbd20b21ae74bdd0da80bcb887c5f68a9d7d43f6431457ae65401e720ad49ead9173e446dfbcf054a134ffa917b31d8b2506c2d7fe12f9f21b2057d4eea3e,"For many years after Galien was established, he was president of the village.",2,0,thirties,England English,common_voice_en_42789325.mp3,6192,en
0f96302cb9d236c534f6608f1b152eeba8ea295b975d829bde366bba47ecd40f594e8cba39e0892ae4c714b1e354a6378ee3c88c75d45d1762597f95768c0aee,"Five days later, Royal Marines boarded the platform and ended the broadcasting.",2,0,thirties,England English,common_voice_en_42798328.mp3,6300,en
9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,The crimes are therefore to be punished in accordance with existing canon provisions.,2,0,thirties,England English,common_voice_en_42833966.mp3,6300,en
b3af1ea903c9959897c309b394dd054ab15ba0809ac4cbaf08c1b4397b5200b9e8bd6e9e61f7e1bfe6eaf110f74aa31cd20c3578b659b793ad2b63968a5f3887,All plumbing codes require backflow prevention in several ways.,2,0,fourties,England English,common_voice_en_43193984.mp3,6300,en
98f9180c9ad97bc7036074b0acd9c4dadf7043e512bc98480f050de52758a9e34c96848e0dc5aa3592c65ceaec405702b8d07acbdf8f42984f9593b00c6bdc5e,"They are often black, bay or brown in color.",2,0,thirties,England English,common_voice_en_42810263.mp3,6336,en
9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,This is the only time an Amtrak operated train stops at this station.,2,0,thirties,England English,common_voice_en_42833970.mp3,6408,en
9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,"She was criticized for running for such a position, given her past profession.",2,0,thirties,England English,common_voice_en_42844917.mp3,6408,en
955303cad79c3fcd8d096d5d9de1d2a8df179377475537ed8c5d2dbdadf6cb6d74c9c6e0c5ceb0db2f8bc6c99611b800db8974b3c6997604a0e41c8af672223e,The possible effect of platform capitalism on open science has been discussed.,2,0,fourties,England English,common_voice_en_42815717.mp3,6480,en
b20e20c4afc0b92ca97cc19175ff66fcf1a93836b1b7f8ca748ffbdae266095f7744a75107d769fad8095fa5e0ed6cf94b0bbaddd0cf9b96ebccb3716581b212,"That year, the club reached fourth place in the local championship.",2,0,,England English,common_voice_en_42767185.mp3,6480,en
534bcfba42bc74666812ef2858564e1d5766b1ad4f93f99d158cb508dae166665921085feceed2783a92e9211c2df261cec32f118d532ff4f59906948ff28cb9,"Hence, the number of zeros in an interval of a given size slowly increases.",2,0,thirties,England English,common_voice_en_43208290.mp3,6516,en
955303cad79c3fcd8d096d5d9de1d2a8df179377475537ed8c5d2dbdadf6cb6d74c9c6e0c5ceb0db2f8bc6c99611b800db8974b3c6997604a0e41c8af672223e,The Rooftop Restaurant and Bar overlooks both the river and the Bancroft Gardens.,2,0,fourties,England English,common_voice_en_42815757.mp3,7056,en
9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,Excitable media can be modelled using both partial differential equations and cellular automata.,2,0,thirties,England English,common_voice_en_42844912.mp3,8100,en
a05b9ecae26781f34867ab828f329f8e54b3998ad32ebb2e41158df7213b314d9a21cb117378ed356ebeafcd12e42af3e2fbd25b671f43f9d91e613e47491ada,Postal codes ending in the digit one are used for post office boxes.,2,0,twenties,England English,common_voice_en_42788438.mp3,8280,en
9dc7640cd4788a8fe0ba0976aef57009f30e120f0e711de65ce103d94cc374d9ce59cbc56195be850de4baff8b578c1cb4907d87b6f33539501450c5856807a7,The wide interior spaces created by the blending pose novel structural challenges.,2,0,,England English,common_voice_en_42726291.mp3,8316,en
5ab2c81243fc9e565a7e6a4f7b366f528e2c72bccdc5fa205351317f397375b48ec7d6705e1096f015e3f99d76f55cfd04ad6a37e44d721b25f5c4cd95cbd4d5,"Boocock is in the critically acclaimed avant-garde theatre company ""Elevator Repair Service"".",2,0,twenties,England English,common_voice_en_42699872.mp3,8316,en
9a826f165ee2fea15f84318aa231a17d8d94c742e13ae2dbb91fed7480b2e2e0069621e2f365c8e885b153c247ecc56a615fceaeeae63498a4de06bd36c5d687,His experiences as a schoolboy there were instrumental in his later work.,2,0,,England English,common_voice_en_42814135.mp3,8568,en
1fa92ab97bd0b041f2307b5f6251c873dab1984efc24a1c93342a1ab2bc32ba50176b1a1c95ebd4f24d813ea6668ff7f75c8566ccca9734b6ccad675d8ffc58d,Okara is sometimes spread on fields as a natural nitrogen fertilizer.,2,0,twenties,England English,common_voice_en_42752135.mp3,8676,en
cb07fe2d56d98c963c2b6cf7f71fd8ae328a1035ce63e9a1065c73593abac8c2fe2175db360b70af53c658a4cc48004622b8f5a6d20a203769aa7208cd5e7181,Aina hii huvumilia hali ya jua kali.,2,0,twenties,England English,common_voice_en_42812836.mp3,8892,en
250865835380a9b8bd3c5e06e96fef3af22b314fda5005ed2a570c73f8dd7ed10313e00edf4cdef4195d0b6e6471ac114dcfe579c9f7e96f0260600c23320d4f,Musical styles represented range from the very traditional Mexican folk to electronic music.,2,0,thirties,England English,common_voice_en_42814024.mp3,9108,en
f3bc45d3e24363f9917a5991aaa7d5e4222631fdb171909aa52ee5f5cc1bbf48b7b08ff3922c4310a4362dab37a0f58436d90f1e0cf8d9c1383467564e673042,The hindwings are grey.,2,0,thirties,"Southern African (South Africa, Zimbabwe, Namibia)",common_voice_en_42832667.mp3,3024,en
2079970dcf2fd88e61e7108614711bf90bcb3d60ce2729b0bc84d54749b932addfce4c2d654b586fc810bc82456c979a1eb8417cd6315053cacb5be95de170c5,He became proficient in German.,2,0,twenties,"Southern African (South Africa, Zimbabwe, Namibia)",common_voice_en_42799557.mp3,3240,en
fb3a6f053002d1b833674e416727ba24a0599a2a96294ab0cffb7408f89136426b2e94491aeaeca912a56540ea9848e794c64b446e56e81e9f60840517836c44,Castelli was interested in mathematics and hydraulics.,2,0,thirties,"Southern African (South Africa, Zimbabwe, Namibia)",common_voice_en_42807943.mp3,4140,en
f3bc45d3e24363f9917a5991aaa7d5e4222631fdb171909aa52ee5f5cc1bbf48b7b08ff3922c4310a4362dab37a0f58436d90f1e0cf8d9c1383467564e673042,Finns began waging partisan warfare against the Russians.,2,0,thirties,"Southern African (South Africa, Zimbabwe, Namibia)",common_voice_en_42832684.mp3,4860,en
fb3a6f053002d1b833674e416727ba24a0599a2a96294ab0cffb7408f89136426b2e94491aeaeca912a56540ea9848e794c64b446e56e81e9f60840517836c44,The story centers on the life of a renegade gaucho.,2,0,thirties,"Southern African (South Africa, Zimbabwe, Namibia)",common_voice_en_42807963.mp3,5220,en
fb3a6f053002d1b833674e416727ba24a0599a2a96294ab0cffb7408f89136426b2e94491aeaeca912a56540ea9848e794c64b446e56e81e9f60840517836c44,Ramsey numbers can be determined by some universal quantum computers.,2,0,thirties,"Southern African (South Africa, Zimbabwe, Namibia)",common_voice_en_42807958.mp3,5328,en
4959e91cc5fcd79d2a2cba49e869e5cf64bbd3f99e07a6014ffacb14f76f63766691ad79de243bfdae5cfbcaa2f8cd339a576911bda347471997b76ee4abbcd5,Its western and southwestern parts have many volcanic rocks.,2,0,twenties,"Southern African (South Africa, Zimbabwe, Namibia)",common_voice_en_42751082.mp3,5508,en
fb3a6f053002d1b833674e416727ba24a0599a2a96294ab0cffb7408f89136426b2e94491aeaeca912a56540ea9848e794c64b446e56e81e9f60840517836c44,This district included the territory between the Alabama and Tombigbee Rivers.,2,0,thirties,"Southern African (South Africa, Zimbabwe, Namibia)",common_voice_en_42808017.mp3,6048,en
f3bc45d3e24363f9917a5991aaa7d5e4222631fdb171909aa52ee5f5cc1bbf48b7b08ff3922c4310a4362dab37a0f58436d90f1e0cf8d9c1383467564e673042,Agnes was the mother of Jungian analyst Jack Sanford.,2,0,thirties,"Southern African (South Africa, Zimbabwe, Namibia)",common_voice_en_42832669.mp3,7020,en
70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84,She is buried in Derry.,2,0,fifties,Australian English,common_voice_en_43205504.mp3,3132,en
70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84,His death stunned Jamaica.,2,0,fifties,Australian English,common_voice_en_43205365.mp3,3960,en
70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84,The new court would judge on commercial disputes.,2,0,fifties,Australian English,common_voice_en_43205507.mp3,4212,en
70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84,Several relatives of surrounding regions made claims.,2,0,fifties,Australian English,common_voice_en_43205612.mp3,4788,en
70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84,The New Zealand Customs service is the oldest government department in New Zealand.,2,0,,Australian English,common_voice_en_43205086.mp3,5292,en
7725d9d99cc872a4cc5e95b1612297064c377464b8a731db72c9aff7551a3af625cabe2b0768aa4251518a4ef41850b1fbf4abe3fc7017b5e07ceb9a1ffc3216,He appears to have played there many consecutive years between January and March.,2,0,thirties,Australian English,common_voice_en_42830129.mp3,6984,en
70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84,"Like the Laurel, it was exclusive to Nissan Japanese dealerships called Nissan Motor Store.",2,0,,Australian English,common_voice_en_43205073.mp3,7668,en
6ea192cc37c6c5dff650f7b62a80ad42fec5db64c3178a4d8e98d2c795a2f4b6ed9126f0fdbe05335357e24e339218dfbe2e9c7b16214b436134ccb0025472cb,This harmless snake nimbly squirms among the leaves.,2,0,,Australian English,common_voice_en_42730925.mp3,7848,en
70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84,"Called ""Molly"", she first married the stockbroker Thomas J. McGreevy of Kansas City, Missouri.",2,0,fifties,Australian English,common_voice_en_43205195.mp3,7992,en
73c453a61ea7a1ff7f663a726455f93dfdbf8848b4a0e7572db511785ca6b5b232f67dbac4c544a55bbb2cebf658bb9524e8a589b13be439f509026e574a17c3,"Mais je suis vivante, moi!",2,1,twenties,Français de France,common_voice_fr_42951909.mp3,2304,fr
e025521a9352ea1fd79f347c85394a970b714ed9adadcd5408f847904ed5ac875820da6604bfec8768805ba2213c73eb9dbd1cee66487f46054a2712ffc717cb,"Peu vous importe, en vérité !",2,0,,Français de France,common_voice_fr_43352815.mp3,2376,fr
af126936f7f6f99fa6390cd153a96ed7ed5976137275c8a177df8a3631a4a3598ca54b0d8073cd24e96415870781dece9ba0a8fc57c64adac380a1a481bb5c65,Ai-je mon toit?,2,0,,Français de France,common_voice_fr_42756191.mp3,2412,fr
af126936f7f6f99fa6390cd153a96ed7ed5976137275c8a177df8a3631a4a3598ca54b0d8073cd24e96415870781dece9ba0a8fc57c64adac380a1a481bb5c65,Quel chambardement!,4,0,,Français de France,common_voice_fr_42756187.mp3,2520,fr
73c453a61ea7a1ff7f663a726455f93dfdbf8848b4a0e7572db511785ca6b5b232f67dbac4c544a55bbb2cebf658bb9524e8a589b13be439f509026e574a17c3,Canada pour la deuxième saison.,2,0,twenties,Français de France,common_voice_fr_42951932.mp3,2556,fr
b895602d9eae132fe68b85ff4a1af9d377f0f324686c2539e2509c605d14fade8eb0c7ea8dc329977345eb4bfd4f1e9e49770098c2f18696829c6d8aefa69633,Et qui est-ce qui paiera?,2,0,twenties,Français de France,common_voice_fr_42742056.mp3,2592,fr
1327738db5ab85be1dab25be38cb4ca40380037b3b1deca85f5161639d11bf8bbd193baae94f8332d7dc18418be35f14c1df11dc963ef9a8955ddbbb3e2cd642,Vas-tu venir?,2,0,fourties,Français de France,common_voice_fr_42810131.mp3,2736,fr
534bcfba42bc74666812ef2858564e1d5766b1ad4f93f99d158cb508dae166665921085feceed2783a92e9211c2df261cec32f118d532ff4f59906948ff28cb9,Barrez vos portes,2,0,thirties,Français de France,common_voice_fr_43208484.mp3,2772,fr
1327738db5ab85be1dab25be38cb4ca40380037b3b1deca85f5161639d11bf8bbd193baae94f8332d7dc18418be35f14c1df11dc963ef9a8955ddbbb3e2cd642,La situation paraissait terrible.,2,0,fourties,Français de France,common_voice_fr_42810216.mp3,2916,fr
1327738db5ab85be1dab25be38cb4ca40380037b3b1deca85f5161639d11bf8bbd193baae94f8332d7dc18418be35f14c1df11dc963ef9a8955ddbbb3e2cd642,Le pygargue tient en son bec une balance.,2,0,fourties,Français de France,common_voice_fr_42815338.mp3,3096,fr
af126936f7f6f99fa6390cd153a96ed7ed5976137275c8a177df8a3631a4a3598ca54b0d8073cd24e96415870781dece9ba0a8fc57c64adac380a1a481bb5c65,Il tiendra le rôle de Petit-Jean.,4,0,,Français de France,common_voice_fr_42756196.mp3,3168,fr
1327738db5ab85be1dab25be38cb4ca40380037b3b1deca85f5161639d11bf8bbd193baae94f8332d7dc18418be35f14c1df11dc963ef9a8955ddbbb3e2cd642,La vie sous les tropiques n'est pas un paradis.,2,0,fourties,Français de France,common_voice_fr_42810176.mp3,3276,fr
a297517a443387aaf7deac0bfa60468fbf602d70539006f972fcef9de31c03639b67d7751baed7cdde59e84020db41620313efaaecc620eb36c8279db156688e,Mais nous ne jouons pas!,2,0,fourties,Français de France,common_voice_fr_43197672.mp3,3312,fr
1327738db5ab85be1dab25be38cb4ca40380037b3b1deca85f5161639d11bf8bbd193baae94f8332d7dc18418be35f14c1df11dc963ef9a8955ddbbb3e2cd642,"De cette union, naîtront huit enfants.",2,0,fourties,Français de France,common_voice_fr_42815659.mp3,3348,fr
591423ff3d1039b1ac168f42317b47caaa7e153fc8abb9ea7103b5fdb1d3ce916a6c2443680313e4bab289507ae43a867f5f6f469545ca2d11908eb796ea9f5d,Son atelier se trouve rue Mazarine.,2,0,twenties,Français de France,common_voice_fr_42761677.mp3,3420,fr
7e3b8ee34e6f04007271a1917979aebbc9b094059a7e0533774a9171a4128e2b7d0ea2eb13b7c18cfd11f79385f7c9c601faa948591d03f3f4152bf4a404fed3,La pensée ne date que d’une poignée de secondes…,2,0,seventies,Français de France,common_voice_fr_43363878.mp3,3420,fr
af126936f7f6f99fa6390cd153a96ed7ed5976137275c8a177df8a3631a4a3598ca54b0d8073cd24e96415870781dece9ba0a8fc57c64adac380a1a481bb5c65,Le fruit est une capsule contenant plusieurs graines.,4,0,,Français de France,common_voice_fr_42756080.mp3,3420,fr
b8bcadc159d09c19846c463641e8a4cb83ab137c9fd60e27439502636062d0a36b1a9ce9bf72d34d4b5769d8e84cd0828c7772e1933bbeb2cd8b226e6f824a1e,Il est consultable sur son site Web.,2,0,,Français de France,common_voice_fr_43193031.mp3,3492,fr
d98e2d73628c2136b73c66cf6e5584fa2527e675422e77a5d208ffc2e290655478ed522198440989d233b9c7889a04296497b20a395485e09c4d4585bbed0979,Cosette ici perdit un peu de terrain.,2,0,twenties,Français de France,common_voice_fr_43141241.mp3,3528,fr
534bcfba42bc74666812ef2858564e1d5766b1ad4f93f99d158cb508dae166665921085feceed2783a92e9211c2df261cec32f118d532ff4f59906948ff28cb9,Il est de couleur jaune à jaune-brun.,2,0,thirties,Français de France,common_voice_fr_43208845.mp3,3564,fr
1327738db5ab85be1dab25be38cb4ca40380037b3b1deca85f5161639d11bf8bbd193baae94f8332d7dc18418be35f14c1df11dc963ef9a8955ddbbb3e2cd642,"Tu comprends sans doute, maintenant ?",2,0,fourties,Français de France,common_voice_fr_42810177.mp3,3600,fr
ecaefbe906ed98b32092dc3cf3330f2c7d0ddda5b52fc0d481a4c66640d0240d985db3244b782c8a5024f94861ddc68433d09aaade2e4b2761c40fbc24b57a56,Il est candidat officiel sous le Second Empire.,2,0,twenties,Français de France,common_voice_fr_43195724.mp3,3600,fr
d98e2d73628c2136b73c66cf6e5584fa2527e675422e77a5d208ffc2e290655478ed522198440989d233b9c7889a04296497b20a395485e09c4d4585bbed0979,"Pour gagner sa vie, elle travaille dans un restaurant.",4,0,twenties,Français de France,common_voice_fr_43141249.mp3,3600,fr
1327738db5ab85be1dab25be38cb4ca40380037b3b1deca85f5161639d11bf8bbd193baae94f8332d7dc18418be35f14c1df11dc963ef9a8955ddbbb3e2cd642,Il fait partie du parc national des Pyrénées.,2,0,fourties,Français de France,common_voice_fr_42810133.mp3,3636,fr
73c453a61ea7a1ff7f663a726455f93dfdbf8848b4a0e7572db511785ca6b5b232f67dbac4c544a55bbb2cebf658bb9524e8a589b13be439f509026e574a17c3,Elle a également souvent participé à la série '.,2,0,twenties,Français de France,common_voice_fr_42952033.mp3,3636,fr
b895602d9eae132fe68b85ff4a1af9d377f0f324686c2539e2509c605d14fade8eb0c7ea8dc329977345eb4bfd4f1e9e49770098c2f18696829c6d8aefa69633,L'ouvrage construit en un seul été fonctionne parfaitement.,2,0,twenties,Français de France,common_voice_fr_42742053.mp3,3636,fr
f2d84edb62022dcc4d1d7a820f77e8e43d0e5a890eb48f8f1ebc6c16eccdd6f6b7b18eb21d187b8b0007e32592be922465091b1db19d83d2387b8a3be3e7bb0e,Rachel doit bientôt faire face à la justice...,2,0,,Français de France,common_voice_fr_42810042.mp3,3636,fr
73c453a61ea7a1ff7f663a726455f93dfdbf8848b4a0e7572db511785ca6b5b232f67dbac4c544a55bbb2cebf658bb9524e8a589b13be439f509026e574a17c3,Le tout est ensuite arrosé de cognac et flambé.,2,0,twenties,Français de France,common_voice_fr_42952049.mp3,3672,fr
e025521a9352ea1fd79f347c85394a970b714ed9adadcd5408f847904ed5ac875820da6604bfec8768805ba2213c73eb9dbd1cee66487f46054a2712ffc717cb,De vastes cités ont été bâties au sud de la fosse.,2,0,sixties,Français de France,common_voice_fr_43372854.mp3,3708,fr
534bcfba42bc74666812ef2858564e1d5766b1ad4f93f99d158cb508dae166665921085feceed2783a92e9211c2df261cec32f118d532ff4f59906948ff28cb9,"Vous savez, je reviendrai.",2,0,thirties,Français de France,common_voice_fr_43208461.mp3,3708,fr
591423ff3d1039b1ac168f42317b47caaa7e153fc8abb9ea7103b5fdb1d3ce916a6c2443680313e4bab289507ae43a867f5f6f469545ca2d11908eb796ea9f5d,J'en ai deux qui sont damassées.,2,0,,Français de France,common_voice_fr_42761641.mp3,3780,fr
